bin_id,bin_text,bin_impressions
4611676731352599408,"POLYGON ((6.133750002831221 53.48874999776483, 6.151250002831221 53.48874999776483, 6.151250002831221 53.506249997764826, 6.133750002831221 53.506249997764826, 6.133750002831221 53.48874999776483))",40
4611676740463600936,"POLYGON ((6.6762500032782555 53.436249999403955, 6.6937500032782555 53.436249999403955, 6.6937500032782555 53.45374999940395, 6.6762500032782555 53.45374999940395, 6.6762500032782555 53.436249999403955))",54
4611676740463601002,"POLYGON ((7.831250000745058 53.436249999403955, 7.848750000745058 53.436249999403955, 7.848750000745058 53.45374999940395, 7.831250000745058 53.45374999940395, 7.831250000745058 53.436249999403955))",20
4611676743500601374,"POLYGON ((5.6087500005960464 53.418749997466804, 5.6262500005960465 53.418749997466804, 5.6262500005960465 53.4362499974668, 5.6087500005960464 53.4362499974668, 5.6087500005960464 53.418749997466804))",15
4611676746537601933,"POLYGON ((6.6587500013411045 53.401249999254944, 6.676250001341105 53.401249999254944, 6.676250001341105 53.41874999925494, 6.6587500013411045 53.41874999925494, 6.6587500013411045 53.401249999254944))",445
4611676749574602388,"POLYGON ((5.888750001788139 53.38374999731779, 5.906250001788139 53.38374999731779, 5.906250001788139 53.40124999731779, 5.888750001788139 53.40124999731779, 5.888750001788139 53.38374999731779))",5
4611676749574602421,"POLYGON ((6.466250002384186 53.38374999731779, 6.483750002384186 53.38374999731779, 6.483750002384186 53.40124999731779, 6.466250002384186 53.40124999731779, 6.466250002384186 53.38374999731779))",13
4611676752611602848,"POLYGON ((5.206250000745058 53.36624999910593, 5.223750000745058 53.36624999910593, 5.223750000745058 53.38374999910593, 5.206250000745058 53.38374999910593, 5.206250000745058 53.36624999910593))",139
4611676752611602914,"POLYGON ((6.361250001937151 53.36624999910593, 6.378750001937151 53.36624999910593, 6.378750001937151 53.38374999910593, 6.361250001937151 53.38374999910593, 6.361250001937151 53.36624999910593))",157
4611676755648603411,"POLYGON ((6.326250001788139 53.34874999716878, 6.343750001788139 53.34874999716878, 6.343750001788139 53.36624999716878, 6.326250001788139 53.36624999716878, 6.326250001788139 53.34874999716878))",454
4611676755648603437,"POLYGON ((6.78125 53.34874999716878, 6.79875 53.34874999716878, 6.79875 53.36624999716878, 6.78125 53.36624999716878, 6.78125 53.34874999716878))",35
4611676758685603889,"POLYGON ((5.958750002086163 53.33124999895692, 5.976250002086163 53.33124999895692, 5.976250002086163 53.34874999895692, 5.958750002086163 53.34874999895692, 5.958750002086163 53.33124999895692))",225
4611676758685603920,"POLYGON ((6.501250002533197 53.33124999895692, 6.5187500025331975 53.33124999895692, 6.5187500025331975 53.34874999895692, 6.501250002533197 53.34874999895692, 6.501250002533197 53.33124999895692))",2146
4611676761722604376,"POLYGON ((5.748750001192093 53.31374999701977, 5.766250001192093 53.31374999701977, 5.766250001192093 53.33124999701977, 5.748750001192093 53.33124999701977, 5.748750001192093 53.31374999701977))",48
4611676761722604415,"POLYGON ((6.431250002235174 53.31374999701977, 6.448750002235174 53.31374999701977, 6.448750002235174 53.33124999701977, 6.431250002235174 53.33124999701977, 6.431250002235174 53.31374999701977))",3
4611676764759604873,"POLYGON ((5.713750001043081 53.29624999880791, 5.731250001043081 53.29624999880791, 5.731250001043081 53.31374999880791, 5.713750001043081 53.31374999880791, 5.713750001043081 53.29624999880791))",96
4611676767796605372,"POLYGON ((5.713750001043081 53.27874999687076, 5.731250001043081 53.27874999687076, 5.731250001043081 53.296249996870756, 5.713750001043081 53.296249996870756, 5.713750001043081 53.27874999687076))",48
4611676767796605407,"POLYGON ((6.326250001788139 53.27874999687076, 6.343750001788139 53.27874999687076, 6.343750001788139 53.296249996870756, 6.326250001788139 53.296249996870756, 6.326250001788139 53.27874999687076))",67
4611676767796605438,"POLYGON ((6.868750002235174 53.27874999687076, 6.886250002235174 53.27874999687076, 6.886250002235174 53.296249996870756, 6.868750002235174 53.296249996870756, 6.868750002235174 53.27874999687076))",9
4611676770833605862,"POLYGON ((5.556250002235174 53.2612499986589, 5.573750002235174 53.2612499986589, 5.573750002235174 53.278749998658895, 5.556250002235174 53.278749998658895, 5.556250002235174 53.2612499986589))",42
4611676770833605889,"POLYGON ((6.028750002384186 53.2612499986589, 6.046250002384186 53.2612499986589, 6.046250002384186 53.278749998658895, 6.028750002384186 53.278749998658895, 6.028750002384186 53.2612499986589))",44
4611676770833605920,"POLYGON ((6.571250002831221 53.2612499986589, 6.588750002831221 53.2612499986589, 6.588750002831221 53.278749998658895, 6.571250002831221 53.278749998658895, 6.571250002831221 53.2612499986589))",15
4611676773870606379,"POLYGON ((5.871249999850988 53.243749996721746, 5.8887499998509885 53.243749996721746, 5.8887499998509885 53.261249996721745, 5.871249999850988 53.261249996721745, 5.871249999850988 53.243749996721746))",21
