bin_id,bin_text,bin_impressions
4611682771946591697,"POLYGON ((6.424999997019768 53.37500001192093, 6.474999997019768 53.37500001192093, 6.474999997019768 53.42500001192093, 6.424999997019768 53.42500001192093, 6.424999997019768 53.37500001192093))",110
4611682774983592169,"POLYGON ((5.074999988079071 53.325, 5.124999988079071 53.325, 5.124999988079071 53.375, 5.074999988079071 53.375, 5.074999988079071 53.325))",4
4611682778020592688,"POLYGON ((6.074999988079071 53.275000002980235, 6.124999988079071 53.275000002980235, 6.124999988079071 53.32500000298023, 6.074999988079071 53.32500000298023, 6.074999988079071 53.275000002980235))",189
4611682781057593195,"POLYGON ((6.4749999940395355 53.22500000596047, 6.524999994039535 53.22500000596047, 6.524999994039535 53.275000005960464, 6.4749999940395355 53.275000005960464, 6.4749999940395355 53.22500000596047))",7674
4611682784094593701,"POLYGON ((6.824999988079071 53.1750000089407, 6.874999988079071 53.1750000089407, 6.874999988079071 53.2250000089407, 6.824999988079071 53.2250000089407, 6.824999988079071 53.1750000089407))",354
4611682787131594202,"POLYGON ((6.924999997019768 53.12500001192093, 6.974999997019768 53.12500001192093, 6.974999997019768 53.17500001192093, 6.924999997019768 53.17500001192093, 6.924999997019768 53.12500001192093))",1625
4611682790168594716,"POLYGON ((7.674999997019768 53.075, 7.724999997019768 53.075, 7.724999997019768 53.125, 7.674999997019768 53.125, 7.674999997019768 53.075))",41
4611682793205595172,"POLYGON ((5.524999991059303 53.025000002980235, 5.574999991059303 53.025000002980235, 5.574999991059303 53.07500000298023, 5.524999991059303 53.07500000298023, 5.524999991059303 53.025000002980235))",3182
4611682793205595205,"POLYGON ((7.174999997019768 53.025000002980235, 7.224999997019768 53.025000002980235, 7.224999997019768 53.07500000298023, 7.174999997019768 53.07500000298023, 7.174999997019768 53.025000002980235))",11
4611682796242595691,"POLYGON ((6.524999991059303 52.97500000596047, 6.574999991059303 52.97500000596047, 6.574999991059303 53.025000005960464, 6.524999991059303 53.025000005960464, 6.524999991059303 52.97500000596047))",22052
4611682799279596182,"POLYGON ((6.125 52.9250000089407, 6.175 52.9250000089407, 6.175 52.9750000089407, 6.125 52.9750000089407, 6.125 52.9250000089407))",679
4611682802316596669,"POLYGON ((5.524999991059303 52.87500001192093, 5.574999991059303 52.87500001192093, 5.574999991059303 52.92500001192093, 5.524999991059303 52.92500001192093, 5.524999991059303 52.87500001192093))",322
4611682802316596702,"POLYGON ((7.174999997019768 52.87500001192093, 7.224999997019768 52.87500001192093, 7.224999997019768 52.92500001192093, 7.174999997019768 52.92500001192093, 7.174999997019768 52.87500001192093))",4
4611682805353597159,"POLYGON ((5.074999988079071 52.825, 5.124999988079071 52.825, 5.124999988079071 52.875, 5.074999988079071 52.875, 5.074999988079071 52.825))",59
4611682805353597207,"POLYGON ((7.4749999940395355 52.825, 7.524999994039535 52.825, 7.524999994039535 52.875, 7.4749999940395355 52.875, 7.4749999940395355 52.825))",27
4611682808390597658,"POLYGON ((5.074999988079071 52.775000002980235, 5.124999988079071 52.775000002980235, 5.124999988079071 52.82500000298023, 5.074999988079071 52.82500000298023, 5.074999988079071 52.775000002980235))",56
4611682808390597689,"POLYGON ((6.625 52.775000002980235, 6.675 52.775000002980235, 6.675 52.82500000298023, 6.625 52.82500000298023, 6.625 52.775000002980235))",436
4611682811427598150,"POLYGON ((4.7249999940395355 52.72500000596047, 4.774999994039535 52.72500000596047, 4.774999994039535 52.775000005960464, 4.7249999940395355 52.775000005960464, 4.7249999940395355 52.72500000596047))",3714
4611682811427598183,"POLYGON ((6.375 52.72500000596047, 6.425 52.72500000596047, 6.425 52.775000005960464, 6.375 52.775000005960464, 6.375 52.72500000596047))",183
4611682814464598669,"POLYGON ((5.7249999940395355 52.6750000089407, 5.774999994039535 52.6750000089407, 5.774999994039535 52.7250000089407, 5.7249999940395355 52.7250000089407, 5.7249999940395355 52.6750000089407))",6137
4611682814464598700,"POLYGON ((7.274999991059303 52.6750000089407, 7.324999991059303 52.6750000089407, 7.324999991059303 52.7250000089407, 7.274999991059303 52.7250000089407, 7.274999991059303 52.6750000089407))",12
4611682817501599152,"POLYGON ((4.924999997019768 52.62500001192093, 4.974999997019768 52.62500001192093, 4.974999997019768 52.67500001192093, 4.924999997019768 52.67500001192093, 4.924999997019768 52.62500001192093))",3285
4611682817501599187,"POLYGON ((6.674999997019768 52.62500001192093, 6.724999997019768 52.62500001192093, 6.724999997019768 52.67500001192093, 6.674999997019768 52.67500001192093, 6.674999997019768 52.62500001192093))",903
4611682820538599675,"POLYGON ((6.125 52.575, 6.175 52.575, 6.175 52.625, 6.125 52.625, 6.125 52.575))",654
4611682820538599692,"POLYGON ((6.9749999940395355 52.575, 7.024999994039535 52.575, 7.024999994039535 52.625, 6.9749999940395355 52.625, 6.9749999940395355 52.575))",36
4611682826612600659,"POLYGON ((5.424999997019768 52.47500000596047, 5.474999997019768 52.47500000596047, 5.474999997019768 52.525000005960464, 5.424999997019768 52.525000005960464, 5.424999997019768 52.47500000596047))",13642
4611682826612600690,"POLYGON ((6.9749999940395355 52.47500000596047, 7.024999994039535 52.47500000596047, 7.024999994039535 52.525000005960464, 6.9749999940395355 52.525000005960464, 6.9749999940395355 52.47500000596047))",336
4611682829649601162,"POLYGON ((5.625 52.4250000089407, 5.675 52.4250000089407, 5.675 52.4750000089407, 5.625 52.4750000089407, 5.625 52.4250000089407))",53
4611682832686601664,"POLYGON ((5.774999991059303 52.37500001192093, 5.824999991059303 52.37500001192093, 5.824999991059303 52.42500001192093, 5.774999991059303 52.42500001192093, 5.774999991059303 52.37500001192093))",6117
4611682835723602143,"POLYGON ((4.774999991059303 52.325, 4.824999991059303 52.325, 4.824999991059303 52.375, 4.774999991059303 52.375, 4.774999991059303 52.325))",28624
4611682835723602174,"POLYGON ((6.324999988079071 52.325, 6.374999988079071 52.325, 6.374999988079071 52.375, 6.324999988079071 52.375, 6.324999988079071 52.325))",582
4611682835723602185,"POLYGON ((6.875 52.325, 6.925 52.325, 6.925 52.375, 6.875 52.375, 6.875 52.325))",643
4611682838760602663,"POLYGON ((5.824999988079071 52.275000002980235, 5.874999988079071 52.275000002980235, 5.874999988079071 52.32500000298023, 5.824999988079071 52.32500000298023, 5.824999988079071 52.275000002980235))",250
4611682838760602688,"POLYGON ((7.074999988079071 52.275000002980235, 7.124999988079071 52.275000002980235, 7.124999988079071 52.32500000298023, 7.074999988079071 52.32500000298023, 7.074999988079071 52.275000002980235))",382
4611682841797603167,"POLYGON ((6.074999988079071 52.22500000596047, 6.124999988079071 52.22500000596047, 6.124999988079071 52.275000005960464, 6.074999988079071 52.275000005960464, 6.074999988079071 52.22500000596047))",9179
4611682844834603633,"POLYGON ((4.424999997019768 52.1750000089407, 4.474999997019768 52.1750000089407, 4.474999997019768 52.2250000089407, 4.424999997019768 52.2250000089407, 4.424999997019768 52.1750000089407))",19813
4611682844834603670,"POLYGON ((6.274999991059303 52.1750000089407, 6.324999991059303 52.1750000089407, 6.324999991059303 52.2250000089407, 6.274999991059303 52.2250000089407, 6.274999991059303 52.1750000089407))",827
4611682847871604142,"POLYGON ((4.924999997019768 52.12500001192093, 4.974999997019768 52.12500001192093, 4.974999997019768 52.17500001192093, 4.924999997019768 52.17500001192093, 4.924999997019768 52.12500001192093))",1868
4611682847871604175,"POLYGON ((6.574999988079071 52.12500001192093, 6.624999988079071 52.12500001192093, 6.624999988079071 52.17500001192093, 6.574999988079071 52.17500001192093, 6.574999988079071 52.12500001192093))",3234
4611682850908604645,"POLYGON ((5.125 52.075, 5.175 52.075, 5.175 52.125, 5.125 52.125, 5.125 52.075))",56678
4611682853945605130,"POLYGON ((4.424999997019768 52.025000002980235, 4.474999997019768 52.025000002980235, 4.474999997019768 52.07500000298023, 4.424999997019768 52.07500000298023, 4.424999997019768 52.025000002980235))",10609
4611682853945605163,"POLYGON ((6.074999988079071 52.025000002980235, 6.124999988079071 52.025000002980235, 6.124999988079071 52.07500000298023, 6.074999988079071 52.07500000298023, 6.074999988079071 52.025000002980235))",9707
4611682856982605637,"POLYGON ((4.824999988079071 51.97500000596047, 4.874999988079071 51.97500000596047, 4.874999988079071 52.025000005960464, 4.824999988079071 52.025000005960464, 4.824999988079071 51.97500000596047))",1930
4611682856982605670,"POLYGON ((6.4749999940395355 51.97500000596047, 6.524999994039535 51.97500000596047, 6.524999994039535 52.025000005960464, 6.4749999940395355 52.025000005960464, 6.4749999940395355 51.97500000596047))",1691
4611682860019606146,"POLYGON ((5.324999988079071 51.9250000089407, 5.374999988079071 51.9250000089407, 5.374999988079071 51.9750000089407, 5.324999988079071 51.9750000089407, 5.324999988079071 51.9250000089407))",2898
4611682863056606637,"POLYGON ((4.924999997019768 51.87500001192093, 4.974999997019768 51.87500001192093, 4.974999997019768 51.92500001192093, 4.924999997019768 51.92500001192093, 4.924999997019768 51.87500001192093))",1275
4611682863056606664,"POLYGON ((6.274999991059303 51.87500001192093, 6.324999991059303 51.87500001192093, 6.324999991059303 51.92500001192093, 6.274999991059303 51.92500001192093, 6.274999991059303 51.87500001192093))",997
4611682866093607121,"POLYGON ((4.174999997019768 51.825, 4.224999997019768 51.825, 4.224999997019768 51.875, 4.174999997019768 51.875, 4.174999997019768 51.825))",636
4611682866093607158,"POLYGON ((6.024999991059303 51.825, 6.074999991059303 51.825, 6.074999991059303 51.875, 6.024999991059303 51.875, 6.024999991059303 51.825))",3335
4611682866093607168,"POLYGON ((6.524999991059303 51.825, 6.574999991059303 51.825, 6.574999991059303 51.875, 6.524999991059303 51.875, 6.524999991059303 51.825))",20
4611682869130607615,"POLYGON ((3.9249999970197678 51.775000002980235, 3.9749999970197676 51.775000002980235, 3.9749999970197676 51.82500000298023, 3.9249999970197678 51.82500000298023, 3.9249999970197678 51.775000002980235))",1860
4611682869130607630,"POLYGON ((4.674999997019768 51.775000002980235, 4.724999997019768 51.775000002980235, 4.724999997019768 51.82500000298023, 4.674999997019768 51.82500000298023, 4.674999997019768 51.775000002980235))",29030
4611682869130607663,"POLYGON ((6.324999988079071 51.775000002980235, 6.374999988079071 51.775000002980235, 6.374999988079071 51.82500000298023, 6.324999988079071 51.82500000298023, 6.324999988079071 51.775000002980235))",76
4611682872167608119,"POLYGON ((4.174999997019768 51.72500000596047, 4.224999997019768 51.72500000596047, 4.224999997019768 51.775000005960464, 4.174999997019768 51.775000005960464, 4.174999997019768 51.72500000596047))",618
4611682872167608146,"POLYGON ((5.524999991059303 51.72500000596047, 5.574999991059303 51.72500000596047, 5.574999991059303 51.775000005960464, 5.524999991059303 51.775000005960464, 5.524999991059303 51.72500000596047))",15868
4611682875204608632,"POLYGON ((4.875 51.6750000089407, 4.925 51.6750000089407, 4.925 51.7250000089407, 4.875 51.7250000089407, 4.875 51.6750000089407))",6456
4611682878241609120,"POLYGON ((4.324999988079071 51.62500001192093, 4.374999988079071 51.62500001192093, 4.374999988079071 51.67500001192093, 4.324999988079071 51.67500001192093, 4.324999988079071 51.62500001192093))",1099
4611682878241609157,"POLYGON ((6.174999997019768 51.62500001192093, 6.224999997019768 51.62500001192093, 6.224999997019768 51.67500001192093, 6.174999997019768 51.67500001192093, 6.174999997019768 51.62500001192093))",48
4611682881278609614,"POLYGON ((4.074999988079071 51.575, 4.124999988079071 51.575, 4.124999988079071 51.625, 4.074999988079071 51.625, 4.074999988079071 51.575))",1523
4611682881278609641,"POLYGON ((5.424999997019768 51.575, 5.474999997019768 51.575, 5.474999997019768 51.625, 5.424999997019768 51.625, 5.424999997019768 51.575))",7331
4611682884315610101,"POLYGON ((3.4749999940395355 51.525000002980235, 3.5249999940395353 51.525000002980235, 3.5249999940395353 51.57500000298023, 3.4749999940395355 51.57500000298023, 3.4749999940395355 51.525000002980235))",2163
4611682884315610116,"POLYGON ((4.2249999940395355 51.525000002980235, 4.274999994039535 51.525000002980235, 4.274999994039535 51.57500000298023, 4.2249999940395355 51.57500000298023, 4.2249999940395355 51.525000002980235))",3733
4611682884315610149,"POLYGON ((5.875 51.525000002980235, 5.925 51.525000002980235, 5.925 51.57500000298023, 5.875 51.57500000298023, 5.875 51.525000002980235))",160
4611682887352610602,"POLYGON ((3.574999988079071 51.47500000596047, 3.624999988079071 51.47500000596047, 3.624999988079071 51.525000005960464, 3.574999988079071 51.525000005960464, 3.574999988079071 51.47500000596047))",17376
4611682887352610639,"POLYGON ((5.424999997019768 51.47500000596047, 5.474999997019768 51.47500000596047, 5.474999997019768 51.525000005960464, 5.424999997019768 51.525000005960464, 5.424999997019768 51.47500000596047))",20871
4611682890389611123,"POLYGON ((4.674999997019768 51.4250000089407, 4.724999997019768 51.4250000089407, 4.724999997019768 51.4750000089407, 4.674999997019768 51.4750000089407, 4.674999997019768 51.4250000089407))",195
4611682893426611635,"POLYGON ((5.324999988079071 51.37500001192093, 5.374999988079071 51.37500001192093, 5.374999988079071 51.42500001192093, 5.324999988079071 51.42500001192093, 5.324999988079071 51.37500001192093))",4374
4611682896463612106,"POLYGON ((3.9249999970197678 51.325, 3.9749999970197676 51.325, 3.9749999970197676 51.375, 3.9249999970197678 51.375, 3.9249999970197678 51.325))",286
4611682896463612141,"POLYGON ((5.674999997019768 51.325, 5.724999997019768 51.325, 5.724999997019768 51.375, 5.674999997019768 51.375, 5.674999997019768 51.325))",1075
4611682899500612624,"POLYGON ((4.875 51.275000002980235, 4.925 51.275000002980235, 4.925 51.32500000298023, 4.875 51.32500000298023, 4.875 51.275000002980235))",136
4611682902537613102,"POLYGON ((3.824999988079071 51.22500000596047, 3.874999988079071 51.22500000596047, 3.874999988079071 51.275000005960464, 3.824999988079071 51.275000005960464, 3.824999988079071 51.22500000596047))",559
4611682902537613131,"POLYGON ((5.274999991059303 51.22500000596047, 5.324999991059303 51.22500000596047, 5.324999991059303 51.275000005960464, 5.274999991059303 51.275000005960464, 5.274999991059303 51.22500000596047))",579
4611682905574613634,"POLYGON ((5.4749999940395355 51.1750000089407, 5.524999994039535 51.1750000089407, 5.524999994039535 51.2250000089407, 5.4749999940395355 51.2250000089407, 5.4749999940395355 51.1750000089407))",338
4611682908611614136,"POLYGON ((5.625 51.12500001192093, 5.675 51.12500001192093, 5.675 51.17500001192093, 5.625 51.17500001192093, 5.625 51.12500001192093))",13
4611682911648614614,"POLYGON ((4.574999988079071 51.075, 4.624999988079071 51.075, 4.624999988079071 51.125, 4.574999988079071 51.125, 4.574999988079071 51.075))",2
4611682914685615132,"POLYGON ((5.524999991059303 51.025000002980235, 5.574999991059303 51.025000002980235, 5.574999991059303 51.07500000298023, 5.524999991059303 51.07500000298023, 5.524999991059303 51.025000002980235))",1
4611682917722615638,"POLYGON ((5.875 50.97500000596047, 5.925 50.97500000596047, 5.925 51.025000005960464, 5.875 51.025000005960464, 5.875 50.97500000596047))",5893
4611682929870617625,"POLYGON ((5.424999997019768 50.775000002980235, 5.474999997019768 50.775000002980235, 5.474999997019768 50.82500000298023, 5.424999997019768 50.82500000298023, 5.424999997019768 50.775000002980235))",125
4611682771946591698,"POLYGON ((6.4749999940395355 53.37500001192093, 6.524999994039535 53.37500001192093, 6.524999994039535 53.42500001192093, 6.4749999940395355 53.42500001192093, 6.4749999940395355 53.37500001192093))",130
4611682774983592217,"POLYGON ((7.4749999940395355 53.325, 7.524999994039535 53.325, 7.524999994039535 53.375, 7.4749999940395355 53.375, 7.4749999940395355 53.325))",11
4611682778020592691,"POLYGON ((6.2249999940395355 53.275000002980235, 6.274999994039535 53.275000002980235, 6.274999994039535 53.32500000298023, 6.2249999940395355 53.32500000298023, 6.2249999940395355 53.275000002980235))",126
